min_id,dep_id,start_date,end_date,active
2610/11_min_47,2610/11_dep_409,2015-09-21,-1,TRUE
2610/11_min_48,2610/11_dep_410,2015-09-21,-1,TRUE
2610/11_min_48,2610/11_dep_411,2015-09-21,-1,TRUE
2610/11_min_48,2610/11_dep_412,2015-09-21,-1,TRUE
2610/11_min_49,2610/11_dep_413,2015-09-21,-1,TRUE
2610/11_min_49,2610/11_dep_414,2015-09-21,-1,TRUE
2610/11_min_50,2610/11_dep_415,2015-09-21,-1,TRUE
2610/11_min_50,2610/11_dep_416,2015-09-21,-1,TRUE
2610/11_min_50,2610/11_dep_417,2015-09-21,-1,TRUE
2610/11_min_50,2610/11_dep_418,2015-09-21,-1,TRUE
